control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
Logging and Monitoring,Audit Logs Access and Accountability,LOG-04,Restrict access to audit logs and maintain records of access to logs.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Team and expertise",Guardrails,"Re-evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion",False,False,True,False,False,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Audit Logs Monitoring and Response,LOG-05,Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Guardrails,"Re-evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement",,False,False,True,False,True,False,False,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,False,False,False,True
Logging and Monitoring,Clock Synchronization,LOG-06,Use a reliable time source across all relevant information processing systems.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,False,False,True,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Logging Scope,LOG-07,"Establish, document and implement which information meta/data system events should be logged. Review and update the scope at least annually or whenever there is a change in the threat environment.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,False,False,True,False,True,False,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Log Records,LOG-08,Generate audit records containing relevant security information.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,"Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,True,False,False,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Log Protection,LOG-09,"Protect audit records from unauthorized access, modification, and deletion.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,True,False,False,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Encryption Monitoring and Reporting,LOG-10,"Establish and maintain a monitoring and internal reporting capability over the operations of cryptographic, encryption and key management policies, processes, procedures, and controls.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Training,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,False,False,True,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Transaction/Activity Logging,LOG-11,Log and monitor key lifecycle management events to enable auditing and reporting on usage of cryptographic keys.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,Data storage,Training,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Archiving,False,False,True,False,True,False,False,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Access Control Logs,LOG-12,Monitor and log physical access using an auditable access control system.,Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning","Design, Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,True,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,False,True,False
Logging and Monitoring,Failures and Anomalies Reporting,LOG-13,"Define, implement and evaluate processes, procedures and technical measures for the reporting of anomalies and failures of the monitoring system and provide immediate notification to the accountable party.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,False,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Design, Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,False,False,True,False,False,False,True,"Phys, Network, Compute, App, Data","Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Input Monitoring,LOG-14,Log and monitor all input events (content and metadata) to enable auditing and reporting on the usage of AI models.,AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement",Data deletion,False,False,True,False,True,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,True,False,False
